customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST00260,Male,0,No,Yes,67,Yes,Fiber optic,Month-to-month,No,Mailed check,111.75,6775.43,No
CUST00261,Male,0,Yes,Yes,58,Yes,DSL,One year,Yes,Credit card,113.07,6532.66,No
CUST00262,Female,0,No,Yes,27,Yes,Fiber optic,Month-to-month,No,Mailed check,47.04,1291.04,No
CUST00263,Male,0,Yes,No,15,Yes,DSL,Month-to-month,No,Credit card,60.04,894.26,No
CUST00264,Male,0,Yes,No,35,Yes,DSL,Two year,No,Electronic check,107.04,3731.6,No
CUST00265,Male,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,Yes,Credit card,55.92,2822.97,No
CUST00266,Female,0,Yes,No,44,No,DSL,One year,Yes,Credit card,80.03,3494.64,No
CUST00267,Female,0,No,No,26,No,Fiber optic,Month-to-month,No,Credit card,31.81,772.92,Yes
CUST00268,Female,1,Yes,Yes,47,No,DSL,Month-to-month,Yes,Electronic check,25.63,1180.88,Yes
CUST00269,Male,0,Yes,No,34,Yes,Fiber optic,Two year,No,Electronic check,61.2,1876.48,No
CUST00270,Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.89,3364.66,No
CUST00271,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,Yes,Electronic check,59.27,663.37,Yes
CUST00272,Female,1,No,Yes,4,No,Fiber optic,Month-to-month,No,Electronic check,77.77,293.15,Yes
CUST00273,Female,0,No,No,48,Yes,No,One year,Yes,Electronic check,71.51,3093.63,No
CUST00274,Female,0,No,No,55,Yes,DSL,Two year,Yes,Mailed check,88.57,4849.63,No
CUST00275,Male,0,No,No,1,Yes,DSL,Month-to-month,No,Bank transfer,84.95,73.46,No
CUST00276,Female,0,Yes,No,66,Yes,Fiber optic,Two year,No,Electronic check,62.42,3685.29,No
CUST00277,Male,0,No,Yes,30,Yes,DSL,Month-to-month,Yes,Electronic check,62.5,1874.46,No
CUST00278,Female,0,Yes,Yes,3,Yes,No,One year,No,Mailed check,34.08,95.84,No
CUST00279,Male,0,Yes,No,21,Yes,DSL,Month-to-month,Yes,Bank transfer,71.32,1484.33,Yes
CUST00280,Female,0,No,Yes,49,Yes,Fiber optic,Two year,Yes,Electronic check,78.72,3716.48,No
CUST00281,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Yes,Mailed check,67.65,4362.67,No
CUST00282,Female,0,No,No,38,Yes,DSL,Month-to-month,No,Credit card,52.57,1936.85,Yes
CUST00283,Female,0,Yes,No,15,Yes,Fiber optic,Two year,Yes,Credit card,92.16,1179.15,No
CUST00284,Male,0,No,No,52,Yes,DSL,One year,Yes,Credit card,27.47,1314.99,No
CUST00285,Female,0,No,No,46,Yes,Fiber optic,Month-to-month,Yes,Credit card,111.44,4503.98,No
CUST00286,Male,1,No,Yes,25,Yes,DSL,Month-to-month,No,Mailed check,22.06,570.76,No
CUST00287,Male,0,No,No,21,No,No,Month-to-month,Yes,Bank transfer,116.24,2125.66,No
CUST00288,Male,0,No,Yes,5,Yes,No,Month-to-month,Yes,Mailed check,66.24,307.2,Yes
CUST00289,Male,0,Yes,No,70,No,DSL,Month-to-month,Yes,Bank transfer,61.27,3839.51,No
CUST00290,Female,1,Yes,No,47,No,DSL,One year,No,Electronic check,45.64,2186.58,Yes
CUST00291,Male,0,Yes,No,68,Yes,Fiber optic,Month-to-month,No,Bank transfer,21.01,1302.55,No
CUST00292,Male,0,No,No,18,Yes,DSL,One year,Yes,Bank transfer,47.48,895.99,No
CUST00293,Male,0,Yes,No,21,Yes,No,Two year,No,Electronic check,30.94,557.3,No
CUST00294,Female,0,No,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Credit card,85.98,1731.64,Yes
CUST00295,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,No,Electronic check,51.91,2973.16,No
CUST00296,Female,1,Yes,No,67,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.72,6559.44,No
CUST00297,Female,1,No,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,40.69,1669.43,Yes
CUST00298,Male,0,Yes,No,10,Yes,No,One year,Yes,Mailed check,110.02,950.89,Yes
CUST00299,Male,0,Yes,No,52,Yes,No,Month-to-month,No,Electronic check,72.3,3220.07,Yes
CUST00300,Female,1,Yes,Yes,72,Yes,DSL,One year,No,Credit card,31.45,2261.93,No
CUST00301,Male,0,No,No,61,Yes,DSL,Month-to-month,Yes,Mailed check,60.08,3212.89,No
CUST00302,Male,0,No,No,64,Yes,No,Month-to-month,No,Mailed check,40.68,2282.24,No
CUST00303,Male,0,Yes,No,5,Yes,No,Month-to-month,Yes,Mailed check,39.97,170.77,Yes
CUST00304,Female,0,Yes,No,53,Yes,DSL,Month-to-month,Yes,Bank transfer,70.64,3219.63,No
CUST00305,Female,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.19,4329.02,No
CUST00306,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Bank transfer,111.16,3549.45,No
CUST00307,Female,1,No,No,56,Yes,DSL,Two year,No,Bank transfer,70.22,3632.58,No
CUST00308,Female,1,Yes,Yes,59,Yes,No,One year,Yes,Credit card,116.58,6992.09,No
CUST00309,Female,0,Yes,No,69,Yes,DSL,Month-to-month,Yes,Credit card,114.16,7209.57,No
CUST00310,Female,0,Yes,No,59,Yes,No,Month-to-month,Yes,Bank transfer,106.51,6256.23,Yes
CUST00311,Female,1,No,Yes,2,Yes,DSL,Month-to-month,Yes,Electronic check,70.0,121.63,Yes
CUST00312,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,34.09,2175.69,Yes
CUST00313,Female,0,Yes,No,60,Yes,DSL,Month-to-month,Yes,Mailed check,41.79,2290.13,Yes
CUST00314,Male,1,Yes,Yes,51,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.77,4323.06,No
CUST00315,Male,1,Yes,No,30,Yes,Fiber optic,Month-to-month,Yes,Credit card,62.18,1636.42,No
CUST00316,Female,0,No,No,11,No,DSL,Month-to-month,Yes,Bank transfer,34.68,392.76,Yes
CUST00317,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Yes,Credit card,67.9,2379.36,Yes
CUST00318,Male,0,No,Yes,72,Yes,Fiber optic,Month-to-month,Yes,Electronic check,21.74,1441.04,No
CUST00319,Male,0,No,Yes,63,Yes,DSL,One year,No,Electronic check,93.39,6119.13,No
CUST00320,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,27.36,1690.97,No
CUST00321,Female,0,Yes,No,61,Yes,DSL,Month-to-month,No,Credit card,82.91,4668.86,No
CUST00322,Male,0,Yes,Yes,54,Yes,Fiber optic,One year,Yes,Credit card,99.3,5576.26,No
CUST00323,Female,0,No,No,58,Yes,Fiber optic,Two year,Yes,Bank transfer,33.26,1766.68,No
CUST00324,Female,0,No,Yes,56,Yes,Fiber optic,Two year,Yes,Bank transfer,71.86,3496.89,No
CUST00325,Female,0,No,No,34,Yes,DSL,One year,Yes,Bank transfer,97.91,3493.29,Yes
CUST00326,Female,1,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Credit card,46.06,1290.17,Yes
CUST00327,Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,No,Credit card,36.29,1925.3,No
CUST00328,Male,0,No,Yes,1,Yes,Fiber optic,One year,Yes,Bank transfer,53.68,47.41,Yes
CUST00329,Female,0,No,No,55,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,75.47,4135.37,No
CUST00330,Female,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,No,Electronic check,77.53,1628.72,No
CUST00331,Male,0,No,No,40,Yes,DSL,Two year,Yes,Bank transfer,33.09,1384.73,No
CUST00332,Male,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,65.76,63.17,Yes
CUST00333,Female,0,No,Yes,65,Yes,DSL,Month-to-month,Yes,Electronic check,46.83,2602.59,No
CUST00334,Male,0,No,Yes,63,Yes,DSL,Month-to-month,No,Credit card,104.2,6372.75,No
CUST00335,Female,0,No,No,54,Yes,Fiber optic,Month-to-month,Yes,Mailed check,51.36,2438.03,No
CUST00336,Female,0,No,No,42,Yes,DSL,Month-to-month,Yes,Credit card,103.87,4404.89,No
CUST00337,Male,1,Yes,No,21,Yes,DSL,One year,No,Electronic check,62.86,1348.2,No
CUST00338,Male,0,Yes,Yes,22,Yes,DSL,One year,Yes,Mailed check,92.66,1929.29,No
CUST00339,Female,0,No,No,38,Yes,DSL,Month-to-month,Yes,Mailed check,71.01,2716.31,No
CUST00340,Female,0,Yes,No,8,Yes,DSL,Two year,No,Electronic check,82.2,578.04,No
CUST00341,Male,0,Yes,No,62,Yes,DSL,Month-to-month,Yes,Mailed check,59.54,3501.06,No
CUST00342,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.82,4226.49,Yes
CUST00343,Male,0,Yes,No,17,Yes,Fiber optic,One year,No,Electronic check,62.52,1033.36,No
CUST00344,Female,1,No,No,17,Yes,DSL,One year,Yes,Electronic check,65.75,960.03,No
CUST00345,Male,0,No,No,13,No,Fiber optic,One year,No,Electronic check,71.77,933.41,No
CUST00346,Male,0,Yes,No,17,Yes,DSL,Two year,No,Bank transfer,103.18,1518.71,No
CUST00347,Male,0,Yes,No,38,Yes,DSL,One year,Yes,Electronic check,85.94,3204.63,Yes
CUST00348,Female,1,Yes,Yes,45,Yes,DSL,Two year,Yes,Bank transfer,54.92,2109.81,No
CUST00349,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.03,530.73,No
CUST00350,Male,0,No,No,35,Yes,Fiber optic,One year,Yes,Mailed check,84.24,2609.16,Yes
CUST00351,Female,0,Yes,No,14,Yes,DSL,Two year,No,Credit card,113.1,1509.14,No
CUST00352,Male,0,No,Yes,72,Yes,DSL,One year,Yes,Bank transfer,104.14,6765.51,No
CUST00353,Male,0,No,Yes,61,Yes,No,Month-to-month,Yes,Bank transfer,84.74,5140.86,Yes
CUST00354,Female,1,No,No,15,Yes,DSL,Month-to-month,No,Electronic check,54.15,742.62,Yes
CUST00355,Female,0,No,Yes,54,Yes,DSL,One year,No,Credit card,97.96,5262.98,No
CUST00356,Male,0,Yes,No,27,Yes,No,Month-to-month,Yes,Credit card,77.52,1898.33,No
CUST00357,Female,0,No,Yes,13,Yes,Fiber optic,Two year,Yes,Mailed check,118.53,1541.65,No
CUST00358,Female,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,No,Electronic check,44.75,1187.65,No
CUST00359,Male,0,No,Yes,35,Yes,Fiber optic,Month-to-month,No,Mailed check,27.97,887.58,No
CUST00360,Male,0,No,Yes,60,Yes,DSL,Two year,Yes,Bank transfer,26.99,1537.99,No
CUST00361,Female,0,No,No,6,Yes,DSL,Month-to-month,Yes,Mailed check,84.0,432.94,No
CUST00362,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,113.93,6974.48,No
CUST00363,Male,0,Yes,No,58,Yes,DSL,One year,Yes,Electronic check,20.19,1214.24,Yes
CUST00364,Female,0,No,No,49,Yes,Fiber optic,One year,Yes,Credit card,92.58,4742.22,No
CUST00365,Male,0,No,No,23,Yes,No,Month-to-month,No,Electronic check,85.71,1967.29,No
CUST00366,Male,0,No,No,34,Yes,No,Two year,No,Electronic check,93.23,2854.23,No
CUST00367,Female,0,Yes,No,26,Yes,DSL,Month-to-month,No,Bank transfer,55.54,1302.67,No
CUST00368,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,102.05,4696.38,No
CUST00369,Male,1,Yes,Yes,5,Yes,Fiber optic,Month-to-month,No,Electronic check,24.47,106.88,Yes
CUST00370,Male,1,No,No,20,Yes,No,One year,No,Electronic check,95.54,1986.59,No
CUST00371,Female,0,No,No,6,Yes,DSL,Month-to-month,No,Bank transfer,46.71,250.82,No
CUST00372,Female,0,Yes,No,70,Yes,DSL,Month-to-month,Yes,Credit card,67.68,4974.13,No
CUST00373,Female,0,Yes,No,59,Yes,DSL,Month-to-month,Yes,Credit card,102.26,5726.53,No
CUST00374,Female,0,No,No,64,No,DSL,Two year,No,Mailed check,47.14,3029.89,No
CUST00375,Male,0,No,No,18,Yes,DSL,Month-to-month,Yes,Electronic check,38.52,589.66,Yes
CUST00376,Female,0,No,No,4,Yes,Fiber optic,One year,No,Bank transfer,88.13,362.3,Yes
CUST00377,Female,0,No,No,17,No,Fiber optic,Two year,Yes,Bank transfer,73.34,1127.09,No
CUST00378,Male,0,Yes,Yes,14,Yes,DSL,Month-to-month,No,Electronic check,71.44,983.74,Yes
CUST00379,Female,0,Yes,No,13,No,Fiber optic,Month-to-month,No,Electronic check,45.68,600.53,Yes
CUST00380,Male,0,No,Yes,7,No,DSL,Month-to-month,No,Electronic check,23.49,145.16,Yes
CUST00381,Female,0,No,No,44,Yes,No,One year,Yes,Credit card,61.03,2520.18,No
CUST00382,Female,0,No,No,15,Yes,No,Month-to-month,No,Mailed check,30.66,436.34,Yes
CUST00383,Female,0,No,Yes,19,Yes,No,Month-to-month,No,Credit card,110.6,1917.37,Yes
CUST00384,Male,0,No,Yes,63,Yes,No,Month-to-month,Yes,Electronic check,24.13,1438.63,No
CUST00385,Male,0,Yes,Yes,35,Yes,DSL,One year,No,Electronic check,63.17,2019.72,No
CUST00386,Female,0,Yes,No,35,Yes,DSL,Month-to-month,Yes,Mailed check,25.22,813.98,No
CUST00387,Male,0,Yes,No,19,Yes,Fiber optic,Month-to-month,Yes,Mailed check,29.55,552.39,Yes
CUST00388,Male,0,Yes,No,20,Yes,No,One year,Yes,Electronic check,85.89,1677.46,No
CUST00389,Male,0,No,No,35,No,DSL,Two year,No,Electronic check,84.71,2657.85,No
CUST00390,Male,0,No,No,32,Yes,DSL,Two year,Yes,Electronic check,23.31,767.92,No
CUST00391,Male,0,Yes,No,48,Yes,Fiber optic,Month-to-month,No,Electronic check,20.11,987.05,Yes
CUST00392,Male,1,Yes,No,44,Yes,DSL,Month-to-month,Yes,Mailed check,27.88,1167.61,No
CUST00393,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Credit card,96.3,2164.79,No
CUST00394,Female,0,Yes,No,61,Yes,Fiber optic,Month-to-month,No,Mailed check,78.46,4428.88,No
CUST00395,Male,0,No,Yes,17,Yes,DSL,Month-to-month,Yes,Bank transfer,23.81,401.31,No
CUST00396,Female,0,No,No,71,No,DSL,One year,No,Mailed check,68.81,4808.97,No
CUST00397,Female,0,No,No,50,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.2,4054.92,Yes
CUST00398,Female,1,Yes,Yes,65,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.9,6839.35,No
CUST00399,Female,0,Yes,No,32,Yes,No,Two year,No,Mailed check,113.4,3267.68,Yes
CUST00400,Male,0,No,Yes,36,No,DSL,Month-to-month,No,Mailed check,52.74,1620.89,No
CUST00401,Female,0,No,Yes,13,Yes,DSL,Month-to-month,Yes,Electronic check,33.58,432.11,No
CUST00402,Female,0,Yes,No,70,Yes,Fiber optic,Month-to-month,Yes,Credit card,43.69,2993.95,No
CUST00403,Male,0,No,Yes,58,Yes,Fiber optic,Month-to-month,No,Mailed check,97.62,5277.86,Yes
CUST00404,Male,0,Yes,No,14,Yes,DSL,One year,Yes,Electronic check,117.15,1566.52,No
CUST00405,Female,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Electronic check,66.64,2562.91,No
CUST00406,Female,1,Yes,Yes,68,Yes,DSL,Month-to-month,Yes,Bank transfer,50.54,3330.32,No
CUST00407,Female,0,No,No,40,Yes,DSL,One year,Yes,Bank transfer,62.92,2470.43,No
CUST00408,Female,0,Yes,Yes,59,Yes,DSL,Two year,No,Electronic check,50.48,2569.64,No
CUST00409,Female,0,Yes,No,16,Yes,Fiber optic,Two year,Yes,Electronic check,45.65,645.09,Yes
CUST00410,Female,0,Yes,No,62,Yes,Fiber optic,Two year,Yes,Bank transfer,79.38,4479.56,No
CUST00411,Male,0,Yes,Yes,4,Yes,Fiber optic,Month-to-month,No,Electronic check,21.57,82.65,No
CUST00412,Female,0,No,Yes,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,45.96,2079.2,No
CUST00413,Female,0,No,No,28,Yes,No,Month-to-month,Yes,Bank transfer,86.14,2205.09,Yes
CUST00414,Male,0,Yes,No,66,Yes,DSL,Month-to-month,Yes,Electronic check,23.21,1411.27,No
CUST00415,Male,0,Yes,Yes,31,Yes,DSL,One year,Yes,Electronic check,28.32,791.21,No
CUST00416,Male,0,No,No,3,Yes,DSL,Two year,Yes,Bank transfer,49.34,133.35,No
CUST00417,Male,0,No,No,8,Yes,DSL,Month-to-month,Yes,Electronic check,107.78,896.53,No
CUST00418,Female,1,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.49,2262.71,Yes
CUST00419,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Bank transfer,22.22,293.7,Yes
CUST00420,Female,0,Yes,No,43,Yes,Fiber optic,Two year,No,Electronic check,70.17,3000.56,No
CUST00421,Female,1,No,No,31,No,DSL,One year,Yes,Mailed check,47.47,1463.34,No
CUST00422,Female,0,Yes,No,45,Yes,DSL,Two year,No,Electronic check,84.86,3754.9,No
CUST00423,Female,1,No,No,66,Yes,Fiber optic,Two year,No,Bank transfer,92.16,5334.07,No
CUST00424,Male,0,Yes,Yes,8,Yes,DSL,Two year,Yes,Electronic check,106.29,792.16,No
CUST00425,Female,0,No,No,71,No,Fiber optic,One year,No,Credit card,67.54,4178.43,No
CUST00426,Male,0,Yes,No,57,Yes,No,One year,Yes,Bank transfer,119.45,6899.37,No
CUST00427,Male,0,No,No,30,Yes,Fiber optic,Month-to-month,No,Electronic check,118.0,3472.86,No
CUST00428,Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,No,Mailed check,108.22,1853.37,Yes
CUST00429,Male,0,No,No,69,Yes,Fiber optic,Month-to-month,Yes,Mailed check,77.49,4911.6,Yes
CUST00430,Female,0,Yes,No,39,Yes,DSL,Month-to-month,Yes,Bank transfer,59.8,2068.31,No
CUST00431,Male,0,No,No,60,Yes,Fiber optic,Two year,Yes,Credit card,56.44,2950.53,No
CUST00432,Female,0,No,No,43,Yes,DSL,Month-to-month,Yes,Bank transfer,21.21,952.02,Yes
CUST00433,Male,1,No,Yes,45,Yes,DSL,Two year,Yes,Electronic check,44.92,1798.9,No
CUST00434,Female,0,No,No,23,Yes,Fiber optic,Month-to-month,No,Bank transfer,91.88,1821.56,Yes
CUST00435,Female,0,No,No,69,Yes,No,Month-to-month,Yes,Electronic check,80.36,5779.57,No
CUST00436,Female,0,No,Yes,6,Yes,DSL,Two year,Yes,Credit card,111.64,642.91,No
CUST00437,Female,0,Yes,No,56,Yes,Fiber optic,Month-to-month,No,Bank transfer,25.0,1413.06,No
CUST00438,Female,1,No,No,4,Yes,No,Month-to-month,Yes,Electronic check,35.53,122.05,No
CUST00439,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,No,Electronic check,98.92,2191.86,Yes
CUST00440,Male,0,Yes,Yes,6,Yes,Fiber optic,One year,No,Credit card,55.85,311.52,No
CUST00441,Male,0,Yes,Yes,32,No,DSL,Month-to-month,Yes,Credit card,31.83,1023.03,No
CUST00442,Female,0,Yes,No,18,Yes,No,One year,Yes,Mailed check,119.65,1847.2,Yes
CUST00443,Male,0,No,Yes,15,Yes,DSL,One year,Yes,Electronic check,98.73,1377.78,No
CUST00444,Female,0,No,No,40,No,Fiber optic,One year,No,Bank transfer,60.87,2458.7,No
CUST00445,Female,0,No,No,6,Yes,DSL,One year,Yes,Electronic check,102.33,586.07,Yes
CUST00446,Male,0,Yes,Yes,63,Yes,Fiber optic,Month-to-month,No,Electronic check,88.06,5325.91,No
CUST00447,Male,0,Yes,No,67,Yes,DSL,Month-to-month,No,Electronic check,99.0,5766.95,Yes
CUST00448,Female,1,Yes,No,11,Yes,Fiber optic,Two year,Yes,Electronic check,101.52,978.77,Yes
CUST00449,Male,1,Yes,No,43,Yes,DSL,Month-to-month,No,Mailed check,28.47,1206.34,Yes
CUST00450,Female,0,Yes,No,17,Yes,DSL,Month-to-month,Yes,Credit card,82.3,1378.13,No
CUST00451,Female,0,Yes,No,4,Yes,Fiber optic,Month-to-month,No,Bank transfer,20.68,86.51,No
CUST00452,Female,0,Yes,No,63,Yes,No,Two year,Yes,Electronic check,24.35,1522.38,No
CUST00453,Female,0,No,No,68,Yes,No,Month-to-month,No,Bank transfer,110.4,7121.7,No
CUST00454,Female,1,No,No,41,Yes,DSL,Month-to-month,Yes,Mailed check,72.76,3047.2,No
CUST00455,Male,0,No,No,5,Yes,Fiber optic,One year,No,Electronic check,93.59,407.54,No
CUST00456,Male,0,No,No,32,Yes,Fiber optic,One year,Yes,Credit card,103.85,3123.34,No
CUST00457,Female,0,No,No,70,Yes,DSL,Month-to-month,Yes,Mailed check,114.96,7302.2,No
CUST00458,Female,0,Yes,No,35,Yes,DSL,Month-to-month,Yes,Credit card,106.94,3259.79,No
CUST00459,Male,0,No,Yes,22,Yes,Fiber optic,One year,Yes,Mailed check,68.33,1507.32,No
CUST00460,Male,0,No,No,65,Yes,No,Two year,No,Bank transfer,53.6,3317.32,No
CUST00461,Female,0,Yes,Yes,22,Yes,Fiber optic,One year,No,Electronic check,35.45,749.76,No
CUST00462,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,60.03,615.59,Yes
CUST00463,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,56.65,160.1,No
CUST00464,Male,0,Yes,No,9,No,DSL,Two year,Yes,Credit card,75.96,596.96,No
CUST00465,Female,0,No,No,60,Yes,Fiber optic,Two year,Yes,Credit card,86.55,5112.94,No
CUST00466,Male,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Credit card,117.83,1544.85,Yes
CUST00467,Female,0,Yes,No,18,Yes,DSL,Month-to-month,Yes,Bank transfer,92.84,1693.44,No
CUST00468,Male,0,Yes,No,23,No,No,One year,Yes,Credit card,84.37,1725.61,No
CUST00469,Male,0,Yes,No,47,Yes,DSL,Month-to-month,Yes,Electronic check,53.51,2240.87,No
CUST00470,Female,0,Yes,No,69,Yes,No,Month-to-month,No,Mailed check,23.45,1584.32,No
CUST00471,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,48.81,2338.12,No
CUST00472,Female,1,No,Yes,30,Yes,DSL,Month-to-month,Yes,Bank transfer,96.84,2743.79,No
CUST00473,Male,0,Yes,No,25,Yes,Fiber optic,Month-to-month,No,Bank transfer,40.53,1008.58,No
CUST00474,Female,0,Yes,No,28,Yes,Fiber optic,One year,No,Electronic check,91.22,2681.53,No
CUST00475,Male,0,Yes,No,25,No,DSL,Month-to-month,Yes,Electronic check,77.98,2043.18,No
CUST00476,Female,0,No,Yes,58,Yes,Fiber optic,Month-to-month,Yes,Credit card,37.19,2154.58,Yes
CUST00477,Male,0,Yes,No,41,Yes,Fiber optic,Month-to-month,No,Bank transfer,46.16,1888.62,Yes
CUST00478,Female,0,Yes,Yes,25,No,Fiber optic,Month-to-month,Yes,Electronic check,69.63,1565.85,Yes
CUST00479,Male,0,No,No,48,Yes,DSL,Month-to-month,Yes,Credit card,61.84,3017.91,No
CUST00480,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Credit card,97.86,911.1,Yes
CUST00481,Female,0,Yes,No,11,Yes,DSL,One year,Yes,Electronic check,93.44,1071.42,Yes
CUST00482,Female,0,No,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Credit card,77.46,1409.15,Yes
CUST00483,Male,0,Yes,No,45,Yes,DSL,Month-to-month,No,Credit card,102.23,4311.3,No
CUST00484,Female,0,Yes,No,7,Yes,No,Month-to-month,Yes,Credit card,76.27,513.16,Yes
CUST00485,Male,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Yes,Credit card,116.44,6938.19,No
CUST00486,Female,0,Yes,No,64,Yes,Fiber optic,Two year,Yes,Bank transfer,41.72,2382.02,No
CUST00487,Male,0,No,Yes,2,Yes,Fiber optic,Month-to-month,Yes,Mailed check,91.41,177.08,No
CUST00488,Female,0,Yes,No,42,Yes,DSL,Two year,No,Electronic check,56.99,2396.41,No
CUST00489,Male,0,Yes,No,54,Yes,DSL,Month-to-month,Yes,Electronic check,47.9,2532.2,No
CUST00490,Male,0,No,No,16,Yes,No,Two year,No,Mailed check,38.04,545.88,No
CUST00491,Female,0,No,Yes,18,Yes,No,Month-to-month,Yes,Mailed check,75.25,1349.52,No
CUST00492,Male,0,Yes,No,59,Yes,DSL,One year,Yes,Electronic check,41.55,2209.69,No
CUST00493,Male,0,No,No,16,Yes,Fiber optic,Month-to-month,No,Mailed check,40.04,566.99,Yes
CUST00494,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,119.05,705.82,Yes
CUST00495,Male,0,No,Yes,57,Yes,Fiber optic,Two year,Yes,Credit card,100.17,5815.65,Yes
CUST00496,Male,0,No,No,47,Yes,DSL,One year,No,Electronic check,94.83,4217.7,No
CUST00497,Male,1,No,Yes,48,Yes,DSL,Month-to-month,Yes,Bank transfer,99.41,4563.05,Yes
CUST00498,Female,0,Yes,No,42,Yes,DSL,Month-to-month,No,Mailed check,116.89,4470.23,No
CUST00499,Male,1,Yes,Yes,60,Yes,Fiber optic,Month-to-month,No,Electronic check,77.33,4402.82,No
CUST00500,Female,0,Yes,No,4,Yes,Fiber optic,Two year,Yes,Credit card,42.02,147.3,No
CUST00501,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,106.22,221.19,No
CUST00502,Male,0,Yes,No,59,Yes,No,Month-to-month,Yes,Electronic check,94.27,5617.95,No
CUST00503,Male,1,No,Yes,27,Yes,Fiber optic,One year,Yes,Electronic check,61.43,1631.4,No
CUST00504,Female,0,Yes,No,27,Yes,No,Two year,No,Electronic check,67.36,1741.68,No
CUST00505,Male,0,Yes,No,72,Yes,Fiber optic,One year,No,Electronic check,61.13,4438.48,Yes
CUST00506,Male,0,No,No,7,Yes,DSL,One year,Yes,Mailed check,112.99,750.55,No
CUST00507,Female,0,Yes,No,63,Yes,No,One year,Yes,Bank transfer,54.35,3115.87,No
CUST00508,Male,1,No,Yes,46,Yes,Fiber optic,Month-to-month,Yes,Credit card,116.35,4720.95,No
CUST00509,Female,0,Yes,No,63,Yes,DSL,Month-to-month,Yes,Bank transfer,111.03,6851.61,No
CUST00510,Female,0,Yes,Yes,12,Yes,DSL,Two year,No,Electronic check,83.05,1032.36,No
CUST00511,Male,0,Yes,No,13,Yes,DSL,Month-to-month,Yes,Electronic check,77.98,892.82,Yes
CUST00512,Female,1,Yes,Yes,43,Yes,Fiber optic,Two year,No,Mailed check,57.01,2171.98,No
CUST00513,Male,1,No,No,17,Yes,No,Month-to-month,No,Electronic check,21.83,347.63,No
CUST00514,Female,0,Yes,No,63,Yes,No,Month-to-month,No,Electronic check,32.76,2087.37,No
CUST00515,Female,0,No,No,36,Yes,No,Two year,Yes,Credit card,95.42,3121.78,No
CUST00516,Male,1,Yes,No,8,Yes,DSL,One year,No,Electronic check,67.15,483.9,No
CUST00517,Female,0,Yes,No,69,Yes,Fiber optic,Month-to-month,Yes,Credit card,34.98,2350.85,Yes
CUST00518,Female,0,No,No,36,Yes,DSL,One year,No,Electronic check,46.4,1598.78,No
CUST00519,Female,1,Yes,Yes,28,Yes,No,One year,Yes,Credit card,114.78,2770.47,Yes
